portNumber,portName,regionNumber,regionName,countryCode,countryName,latitude,longitude,publicationNumber,chartNumber,navArea,harborSize,harborType,shelter,erTide,erSwell,erIce,erOther,overheadLimits,chDepth,anDepth,cpDepth,otDepth,tide,maxVesselLength,maxVesselBeam,maxVesselDraft,goodHoldingGround,turningArea,firstPortOfEntry,usRep,ptCompulsory,ptAvailable,ptLocalAssist,ptAdvisable,tugsSalvage,tugsAssist,qtPratique,qtOther,cmTelephone,cmTelegraph,cmRadio,cmRadioTel,cmAir,cmRail,loWharves,loAnchor,loMedMoor,loBeachMoor,loIceMoor,medFacilities,garbageDisposal,degauss,dirtyBallast,crFixed,crMobile,crFloating,lifts100,lifts50,lifts25,lifts0,srLongshore,srElectrical,srSteam,srNavigEquip,srElectRepair,suProvisions,suWater,suFuel,suDiesel,suDeck,suEngine,repairCode,drydock,railway,qtSanitation,suAviationFuel,harborUse,ukcMgmtSystem,portSecurity,etaMessage,searchAndRescue,tss,vts,cht,globalId,loRoro,loSolidBulk,loContainer,loBreakBulk,loOilTerm,loLongTerm,loOther,loDangCargo,loLiquidBulk,srIceBreaking,srDiving,cranesContainer,unloCode,dnc,s121WaterBody,s57Enc,s101Enc,dodWaterBody,alternateName,entranceWidth,lngTerminalDepth,offMaxVesselLength,offMaxVesselBeam,offMaxVesselDraft,
14671,Caleta Patillos,14070,CHILE,CL,Chile,"20°44'00""S","70°12'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,,XV,V,CN,F,U,Y,U,Y,Y,,22,11,,0,,,,Y,U,U,U,Y,,,U,U,U,Y,Y,Y,U,Y,U,U,U,Y,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,U,U,N,U,N,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{093FB5E6-0C4F-48BC-91BF-2746FA9B7841},U,U,U,U,U,U,U,U,U,U,U,U,CL CAL,"coa07d, gen07c, h0714671",,,,South Pacific Ocean,,,,,,,
14570,Coquimbo,14070,CHILE,CL,Chile,"29°57'00""S","71°20'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22285,XV,V,CN,G,Y,Y,N,Y,N,22,8,9,,3,,,,U,U,U,N,Y,,,U,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,U,U,Y,Y,U,N,Y,Y,U,U,U,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{36A3F80E-0D04-4ADB-AC12-11B65340FCEF},U,U,U,U,U,U,U,U,U,U,U,U,CL CQQ,"a0714570, coa07d, gen07b, h0714570",,,,South Pacific Ocean,,,,,,,
14400,Coronel,14070,CHILE,CL,Chile,"37°02'00""S","73°10'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22312,XV,S,CN,E,N,N,N,Y,N,17,16,13,13,1,,,,Y,U,Y,N,Y,,,U,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,U,U,Y,U,U,N,Y,Y,U,U,Y,U,U,Y,U,U,U,U,Y,Y,Y,N,U,U,N,U,U,U,U,UNK,U,U,Y,U,U,U,U,{F92F4681-6029-4919-A14E-8FD260765FED},U,U,U,U,U,U,U,U,U,U,U,U,CL CNL,"a0714400, coa07d, gen07b, h0714400",,,,South Pacific Ocean,,,,,,,
14610,Huasco,14070,CHILE,CL,Chile,"28°28'00""S","71°15'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,,XV,V,OR,F,N,N,N,N,Y,23,23,22,14,1,,,,Y,U,Y,U,Y,,,U,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,U,U,Y,N,U,N,U,U,U,U,U,Y,U,Y,U,U,U,U,Y,N,N,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{62FCA642-4789-4EFC-ABD5-C9964CEB421A},U,U,U,U,U,U,U,U,U,U,U,U,CL HSO,"coa07d, gen07b, h0714610",,,,South Pacific Ocean,,,,,,,
14760,Iquique,14070,CHILE,CL,Chile,"20°12'00""S","70°10'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22233,XV,S,CB,G,N,N,N,Y,Y,13,23,16,9,1,,,,U,U,Y,N,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,U,U,Y,N,U,N,Y,Y,U,U,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,C,M,M,Y,U,UNK,U,U,Y,U,U,U,U,{0806944F-3D8C-4069-ACAB-38D929770786},U,U,U,U,U,U,U,U,U,U,U,U,CL IQQ,"coa07d, gen07c, h0714760",,,,South Pacific Ocean,,,,,,,
14425,Lirquen,14070,CHILE,CL,Chile,"36°43'00""S","72°59'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22311,XV,V,CN,G,N,N,N,Y,N,,14,13,,1,,,,U,U,U,Y,Y,,,U,U,Y,Y,Y,Y,U,Y,U,U,Y,Y,Y,U,U,U,Y,U,U,Y,N,Y,N,N,N,N,N,U,U,U,U,U,Y,Y,Y,U,Y,Y,B,U,M,U,U,UNK,U,U,Y,U,U,U,U,{DBF6EE1C-3A40-42E5-9A47-47A86091033A},U,U,U,U,U,U,U,U,U,U,U,U,CL LQN,"a0714420, coa07d, gen07b, h0714425",,,,South Pacific Ocean,,,,,,,
14380,Lota,14070,CHILE,CL,Chile,"37°06'00""S","73°09'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22312,XV,V,CN,P,N,N,N,Y,N,11,11,8,,1,,,,Y,U,U,N,Y,,,U,U,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,N,N,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{5D04E502-6588-47B0-AC69-C77E2CBC2F66},U,U,U,U,U,U,U,U,U,U,U,U,CL LTA,"a0714400, coa07d, gen07b",,,,South Pacific Ocean,,,,,,,
14670,Mejillones,14070,CHILE,CL,Chile,"23°06'00""S","70°28'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22251,XV,S,CN,G,N,N,N,N,N,20,23,13,14,1,,,,Y,U,U,N,Y,,,U,N,N,Y,U,Y,Y,Y,Y,Y,N,Y,Y,U,U,U,Y,N,U,N,Y,U,U,U,U,Y,U,U,U,U,U,U,U,N,N,N,N,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{65199D90-CDF4-4360-80BD-C17681655CB1},U,U,U,U,U,U,U,U,U,U,U,U,CL MJS,"coa07d, gen07b, h0714670",,,,South Pacific Ocean,,,,,,,
14440,Penco,14070,CHILE,CL,Chile,"36°43'00""S","72°60'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22311,XV,V,CN,G,N,N,N,Y,N,,11,9,,4,,,,U,U,N,N,Y,,,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{96B774AB-1C92-4A95-98F9-FCF3371C3F2A},U,U,U,U,U,U,U,U,U,U,U,U,CL PEO,"a0714420, coa07d, gen07b, h0714425",,,,South Pacific Ocean,Tome,,,,,,
14130,Port San Juan De La Juan,14070,CHILE,CL,Chile,"53°38'00""S","70°55'00""W",Sailing Directions Pub. 124 (Enroute) - East Coast of South America,22483,XV,V,CN,F,U,U,U,U,U,,14,,,4,,,,Y,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{E90378C6-5B79-4A20-9356-F5C7EF993D4E},U,U,U,U,U,U,U,U,U,U,U,U,,"a0714100, coa07h, gen07a",,,,South Pacific Ocean,Port Famine; Puerto Famine,,,,,,
14630,Puerto Caldera,14070,CHILE,CL,Chile,"27°03'00""S","70°50'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22252,XV,V,CN,F,U,U,U,Y,U,14,20,13,9,1,,,,U,U,Y,N,Y,,,U,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,U,U,U,U,N,U,N,Y,U,U,U,U,U,Y,Y,U,U,U,U,Y,Y,N,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{2175D115-D0D3-41A4-AC0B-76A2AC299B71},U,U,U,U,U,U,U,U,U,U,U,U,CL CLD,"coa07d, gen07b, h0714630",,,,South Pacific Ocean,,,,,,,
14635,Puerto Calderilla,14070,CHILE,CL,Chile,"27°05'00""S","70°52'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22252,XV,V,CN,G,N,N,N,Y,N,23,17,14,8,3,,,,Y,U,U,U,Y,,,U,U,U,U,U,U,U,U,U,Y,Y,Y,Y,U,U,U,U,U,U,N,Y,Y,U,U,U,U,Y,U,U,U,U,U,Y,Y,N,N,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{0652677A-66E8-49D7-8303-D1F9DCAEDBDF},U,U,U,U,U,U,U,U,U,U,U,U,CL CAA,"coa07d, gen07b, h0714630",,,,South Pacific Ocean,,,,,,,
14220,Puerto Castro,14070,CHILE,CL,Chile,"42°29'00""S","73°46'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,,XV,V,CN,E,Y,N,N,Y,N,11,14,5,16,3,,,,U,U,U,U,U,,,U,U,U,Y,Y,U,Y,Y,U,Y,U,Y,U,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,Y,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{AD511896-2BE2-45BC-8194-0AA4531D23E1},U,U,U,U,U,U,U,U,U,U,U,U,CL WCA,"coa07d, gen07b",,,,South Pacific Ocean,,,,,,,
14197,Puerto Chacabuco,14070,CHILE,CL,Chile,"45°28'00""S","72°50'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22371,XV,V,RN,F,Y,Y,N,Y,N,2,23,9,6,3,,,,U,Y,U,U,Y,,,Y,U,Y,Y,Y,U,U,U,U,U,U,Y,Y,U,U,U,Y,U,U,N,Y,Y,U,U,U,Y,Y,Y,U,U,U,U,U,Y,Y,Y,U,U,N,U,U,U,U,UNK,U,U,Y,U,U,U,U,{EC034D2A-9E83-43DE-B84C-CD32E8B760AD},U,U,U,U,U,U,U,U,U,U,U,U,CL PCH,"a0714195, coa07d, gen07b, h0714197",,,,South Pacific Ocean,,,,,,,
14640,Puerto Chanaral,14070,CHILE,CL,Chile,"26°21'00""S","70°39'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,,XV,V,CN,F,N,Y,N,U,Y,23,14,13,20,2,,,,Y,U,N,N,Y,,,U,N,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,Y,U,U,U,Y,N,U,Y,U,U,U,U,U,U,U,Y,U,U,U,U,N,Y,Y,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{A64DD3D6-ACA6-4427-8B8B-232C51139E66},U,U,U,U,U,U,U,U,U,U,U,U,CL CNR,"coa07d, gen07b",,,,South Pacific Ocean,Chanaral De Las Animas,,,,,,
14330,Puerto De Corral,14070,CHILE,CL,Chile,"39°52'00""S","73°26'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,,XV,V,CN,F,N,N,N,Y,N,11,13,11,,2,,,,N,U,Y,N,Y,,,Y,U,U,U,U,U,Y,U,U,U,U,Y,Y,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,Y,U,U,U,U,Y,Y,U,Y,U,U,C,U,S,U,U,UNK,U,U,Y,U,U,U,U,{E59F54FA-65E3-46FF-97BD-A24EA8C5BBF8},U,U,U,U,U,U,U,U,U,U,U,U,CL CRR,"coa07d, gen07b",,,,South Pacific Ocean,,,,,,,
14270,Puerto Montt,14070,CHILE,CL,Chile,"41°29'00""S","72°58'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22346,XV,S,CN,F,Y,N,N,Y,Y,23,23,6,11,6,,,,Y,Y,Y,N,Y,,,U,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,U,U,Y,Y,U,N,Y,Y,U,U,U,U,Y,U,U,U,U,U,Y,Y,Y,Y,U,U,C,U,U,U,U,UNK,U,U,Y,U,U,U,U,{425CC9C9-5133-4198-AAD4-75651D69176A},U,U,U,U,U,U,U,U,U,U,U,U,CL PMC,"a0714270, coa07d, gen07b, h0714270",,,,South Pacific Ocean,,,,,,,
14190,Puerto Natales,14070,CHILE,CL,Chile,"51°43'00""S","72°34'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,,XV,V,OR,P,N,N,Y,N,N,,23,8,,0,,,,U,U,U,U,Y,,,U,U,U,Y,Y,U,U,Y,U,U,U,Y,Y,U,U,U,U,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,UNK,U,U,Y,U,U,U,U,{6D387A23-089C-49ED-B2DF-20EE426DCA1E},U,U,U,U,U,U,U,U,U,U,U,U,CL PNT,"coa07h, gen07b",,,,South Pacific Ocean,,,,,,,
14250,Puerto Quemchi,14070,CHILE,CL,Chile,"42°09'00""S","73°29'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22341,XV,V,CN,E,Y,N,N,Y,N,,23,,,7,,,,Y,U,U,U,U,,,U,U,U,Y,Y,Y,Y,U,U,U,U,Y,U,U,U,U,Y,U,U,N,U,U,U,U,U,U,U,U,U,U,U,U,Y,Y,U,U,U,U,C,U,U,U,U,UNK,U,U,U,U,U,U,U,{118EE114-C136-4DEC-8B4C-18B3583B85BD},U,U,U,U,U,U,U,U,U,U,U,U,CL QMC,"a0714250, coa07d, gen07b",,,,South Pacific Ocean,,,,,,,
14470,Puerto San Antonio,14070,CHILE,CL,Chile,"33°35'00""S","71°37'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22294,XV,S,CB,G,Y,Y,N,Y,N,23,23,11,9,4,,,,Y,Y,Y,N,Y,,,Y,U,Y,Y,Y,Y,Y,Y,Y,U,Y,Y,Y,U,U,U,Y,U,U,N,Y,Y,U,U,Y,U,U,U,U,U,U,U,Y,Y,Y,Y,U,U,B,U,M,U,U,UNK,U,U,Y,U,U,U,U,{553F9F51-FDB4-45ED-8FFA-E9E4E5A70C78},U,U,U,U,U,U,U,U,U,U,U,U,CL SAI,"coa07d, gen07b, h0714470",,,,South Pacific Ocean,,,,,,,
14090,Puerto Sara,14070,CHILE,CL,Chile,"52°38'00""S","70°12'00""W",Sailing Directions Pub. 124 (Enroute) - East Coast of South America,22481,XV,V,CN,F,Y,U,U,Y,U,,20,,23,17,,,,Y,Y,U,U,Y,,,Y,U,Y,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{E88916C9-A07D-4647-9577-F587E31754EF},U,U,U,U,U,U,U,U,U,U,U,U,,"a0714100, coa07h, gen07a",,,,South Pacific Ocean,,,,,,,
14075,Puerto Williams,14070,CHILE,CL,Chile,"54°56'00""S","67°36'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22434,XV,V,OR,F,U,U,U,Y,U,,22,8,9,2,,,,Y,U,U,N,Y,,,U,U,U,Y,U,U,U,Y,Y,U,U,U,U,U,U,U,U,U,U,U,U,Y,U,U,U,U,Y,U,U,U,U,U,U,Y,U,U,U,U,C,U,U,U,U,UNK,U,U,U,U,U,U,U,{BD869AD2-36CA-4489-8766-B9CEE6B19596},U,U,U,U,U,U,U,U,U,U,U,U,CL WPU,"a0713980, coa07b, gen07a, h0714075",,,,Drake Passage; South Atlantic Ocean,,,,,,,
14150,Puerto Yartou,14070,CHILE,CL,Chile,"53°53'00""S","70°09'00""W",Sailing Directions Pub. 124 (Enroute) - East Coast of South America,,XV,V,CN,F,U,Y,U,U,U,23,14,2,,0,,,,U,U,U,U,U,,,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{083C1FD7-7835-4A48-8D05-B8B46766FA73},U,U,U,U,U,U,U,U,U,U,U,U,,"a0714100, coa07h, gen07a",,,,South Pacific Ocean,Port Yartou; Port Yartow,,,,,,
14080,Punta Delgada,14070,CHILE,CL,Chile,"52°28'00""S","69°33'00""W",Sailing Directions Pub. 124 (Enroute) - East Coast of South America,"22471, 22481",VI,V,OR,F,U,U,U,U,U,,5,,,0,,,,Y,U,U,U,U,,,U,U,Y,U,U,Y,U,U,U,U,U,U,Y,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,UNK,U,U,U,U,U,U,U,{F6389C35-09DC-462A-B491-D8CACC3670AD},U,U,U,U,U,U,U,U,U,U,U,U,,"a0714100, coa07b, gen07a",,,,South Atlantic Ocean,Delgada Point,,,,,,
14800,Rada De Arica,14070,CHILE,CL,Chile,"18°28'00""S","70°20'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22221,XV,S,OR,P,N,Y,N,Y,U,16,19,11,13,1,,,,U,U,Y,U,Y,,,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,U,U,Y,U,U,N,Y,Y,U,U,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,C,S,S,Y,U,UNK,U,U,Y,U,U,U,U,{7D33FB41-B965-4E50-A0FF-833D2338D541},U,U,U,U,U,U,U,U,U,U,U,U,CL ARI,"coa07d, gen07c, h0714800",,,,South Pacific Ocean,,,,,,,
14100,Rada Punta Arenas,14070,CHILE,CL,Chile,"53°10'00""S","70°54'00""W",Sailing Directions Pub. 124 (Enroute) - East Coast of South America,22482,XV,S,OR,F,N,N,N,Y,U,,17,9,9,2,,,,Y,U,Y,N,Y,,,Y,Y,Y,Y,U,Y,Y,Y,Y,Y,U,Y,Y,Y,U,U,Y,Y,U,Y,Y,Y,U,U,U,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,B,U,S,Y,U,UNK,U,U,Y,U,U,U,U,{B2059864-3389-414E-9B72-192AC7941DC3},U,U,U,U,U,U,U,U,U,U,U,U,CL PUQ,"a0714100, coa07h, gen07a, h0714100",,,,South Pacific Ocean,Magallanes,,,,,,
14420,Talcahuano,14070,CHILE,CL,Chile,"36°42'00""S","73°06'00""W",Sailing Directions Pub. 125 (Enroute) - West Coast of South America,22311,XV,S,CN,G,N,N,N,N,N,23,13,8,8,1,,,,Y,Y,U,U,Y,,,Y,U,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,U,U,Y,U,U,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,A,M,M,U,U,UNK,U,U,Y,U,U,U,U,{552EE5C7-6307-4734-8EAF-5CECDB10E95B},U,U,U,U,U,U,U,U,U,U,U,U,CL TAL,"a0714420, coa07d, gen07b, h0714420",,,,South Pacific Ocean,,,,,,,
